Fitness,Total Reactions,Length,Net_count,Net_Tox,Network_yield,Gibbs
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.4497321428571448,10,7,6.5875,3.8735802539230075,1.4497321428571448,-2.63848040399827
-1.6342435064935124,6,4,3.9349999999999996,4.917467333559127,1.6342435064935124,-13.82213172730578
-1.8978311688311678,6,4,3.8600000000000003,1.7348761542649975,1.8978311688311678,-14.179015041856319
-1.4663667582417583,9,6,5.892857142857143,1.7348761542649975,1.4663667582417583,-7.397814766093478
-1.5463809523809482,6,4,3.96,3.163785967580722,1.5463809523809482,-18.85970739642649
-1.932976190476188,7,5,4.55,3.8735802539230075,1.932976190476188,-2.63848040399827
-1.5912662337662447,13,7,8.053571428571429,3.5219308108999736,1.5912662337662447,-11.617582841316164
-1.6342435064935086,6,4,3.9349999999999996,3.1825911792941306,1.6342435064935086,-13.82213172730578
-1.9915512265512252,10,8,6.633333333333333,9.07826538208802,1.9915512265512252,-12.658650106825158
-1.747209647495362,8,6,5.302857142857143,3.3825652876997125,1.747209647495362,-16.30855405422559
-1.6852756410256438,7,5,4.625,4.411254351073163,1.6852756410256438,-14.241597872479094
-1.4309044526901722,9,6,5.892857142857143,0,1.4309044526901722,-14.179015041856319
-1.3137543805400933,12,8,7.826190476190476,5.11744144196471,1.3137543805400933,-18.51689194213701
-1.6342435064935086,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935086,-14.241597872479094
-1.9767142857142856,7,6,4.742857142857143,4.1924750309541725,1.9767142857142856,-2.63848040399827
-1.4497321428571428,9,7,6.0875,2.2296027765265767,1.4497321428571428,-2.63848040399827
-1.4497321428571448,10,7,6.5875,3.8735802539230075,1.4497321428571448,-2.63848040399827
-1.9915512265512219,10,8,6.633333333333333,7.343389227823021,1.9915512265512219,-12.658650106825158
-1.2816213768116003,11,7,7.1375,3.163785967580722,1.2816213768116003,-4.586012414231626
-1.6342435064935124,6,4,3.9349999999999996,4.917467333559127,1.6342435064935124,-13.82213172730578
-1.6342435064935124,6,4,3.9349999999999996,4.917467333559127,1.6342435064935124,-13.82213172730578
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.4309044526901606,10,6,6.392857142857143,1.7348761542649975,1.4309044526901606,-14.179015041856319
-1.4663667582417583,9,6,5.892857142857143,1.7348761542649975,1.4663667582417583,-7.397814766093478
-1.9915512265512219,10,8,6.633333333333333,7.343389227823021,1.9915512265512219,-12.658650106825158
-1.5463809523809482,6,4,3.96,3.163785967580722,1.5463809523809482,-16.30855405422559
-1.5463809523809482,6,4,3.96,3.163785967580722,1.5463809523809482,-18.85970739642649
-1.5463809523809482,6,4,3.96,3.163785967580722,1.5463809523809482,-18.85970739642649
-1.932976190476188,7,5,4.55,3.8735802539230075,1.932976190476188,-2.63848040399827
-1.932976190476188,7,5,4.55,3.8735802539230075,1.932976190476188,-2.63848040399827
-1.932976190476188,7,5,4.55,3.8735802539230075,1.932976190476188,-2.63848040399827
-1.7461831581117233,14,9,8.906190476190476,2.262778692816871,1.7461831581117233,-14.918242949889565
-1.6693885281385308,7,5,4.625,4.922504753448852,1.6693885281385308,-13.82213172730578
-1.7133198051948124,10,7,6.5125,4.405398518098315,1.7133198051948124,-5.562100065093641
-1.7133198051948124,10,7,6.5125,4.405398518098315,1.7133198051948124,-5.562100065093641
-1.7133198051948124,10,7,6.5125,4.405398518098315,1.7133198051948124,-5.562100065093641
-1.9329761904761908,6,5,4.05,2.13870409965801,1.9329761904761908,-2.63848040399827
-1.6852756410256438,7,5,4.625,6.975250611702583,1.6852756410256438,-14.241597872479094
-1.6852756410256438,7,5,4.625,4.411254351073163,1.6852756410256438,-14.241597872479094
-1.6852756410256438,7,5,4.625,4.411254351073163,1.6852756410256438,-14.241597872479094
-1.4309044526901722,9,6,5.892857142857143,0,1.4309044526901722,-14.179015041856319
-1.4309044526901722,9,6,5.892857142857143,0,1.4309044526901722,-14.179015041856319
-1.9915512265512219,10,8,6.633333333333333,7.343389227823021,1.9915512265512219,-12.658650106825158
-1.2551793444650723,10,6,6.442857142857143,4.092359574041997,1.2551793444650723,-15.159368808393477
-1.3137543805400933,12,8,7.826190476190476,5.11744144196471,1.3137543805400933,-18.51689194213701
-1.9915512265512252,10,8,6.633333333333333,9.07826538208802,1.9915512265512252,-12.658650106825158
-1.3514097608740456,13,8,8.31547619047619,2.3574834197769996,1.3514097608740456,-7.80664341232007
-1.6342435064935086,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935086,-14.241597872479094
-1.6342435064935086,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935086,-14.241597872479094
-1.9915512265512252,10,8,6.633333333333333,9.07826538208802,1.9915512265512252,-12.658650106825158
-1.9915512265512278,10,8,6.633333333333333,9.07826538208802,1.9915512265512278,-14.065459327345048
-1.932976190476188,6,5,4.05,3.8735802539230075,1.932976190476188,-2.63848040399827
-1.9329761904761895,6,5,4.05,2.2296027765265767,1.9329761904761895,-2.63848040399827
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.669388528138533,8,5,5.125,3.9976548470818685,1.669388528138533,-2.63848040399827
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.5438705936920247,9,6,5.860714285714286,3.8991855356123497,1.5438705936920247,-12.749796840236199
-1.8978311688311709,6,4,3.8600000000000003,0,1.8978311688311709,-14.179015041856319
-1.9329761904761913,7,5,4.55,3.8735802539230075,1.9329761904761913,-2.63848040399827
-1.9329761904761913,7,5,4.55,3.8735802539230075,1.9329761904761913,-2.63848040399827
-1.9329761904761913,7,5,4.55,3.8735802539230075,1.9329761904761913,-2.63848040399827
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.932976190476188,7,5,4.55,3.8735802539230075,1.932976190476188,-2.63848040399827
-1.932976190476188,7,5,4.55,3.8735802539230075,1.932976190476188,-2.63848040399827
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.6342435064935086,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935086,-14.241597872479094
-1.6693885281385308,7,5,4.625,4.097396993931722,1.6693885281385308,-14.241597872479094
-1.6693885281385297,7,5,4.625,2.6763781968081646,1.6693885281385297,-14.241597872479094
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.9329761904761826,12,9,7.85,5.0171558986965685,1.9329761904761826,-9.210340371976184
-1.9329761904761917,12,9,7.85,3.282279744431571,1.9329761904761917,-9.210340371976184
-1.9915512265512219,10,8,6.633333333333333,7.343389227823021,1.9915512265512219,-12.658650106825158
-2.0032662337662357,11,9,7.33,9.482093327481032,2.0032662337662357,-14.065459327345048
-1.6693885281385308,7,5,4.625,4.097396993931722,1.6693885281385308,-14.241597872479094
-1.8978311688311709,6,4,3.8600000000000003,0,1.8978311688311709,-14.179015041856319
-1.2740070346320351,10,7,6.6375,2.6763781968081646,1.2740070346320351,-15.159368808393477
-1.255179344465059,9,6,5.942857142857143,2.3574834197769996,1.255179344465059,-15.159368808393477
-2.0032662337662357,11,9,7.33,9.482093327481032,2.0032662337662357,-14.065459327345048
-1.6693885281385301,8,5,5.125,3.9976548470818685,1.6693885281385301,-2.63848040399827
-1.6342435064935086,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935086,-14.241597872479094
-1.6342435064935084,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935084,-14.241597872479094
-1.255179344465059,9,6,5.942857142857143,4.092359574041997,1.255179344465059,-15.159368808393477
-1.9915512265512219,10,8,6.633333333333333,7.343389227823021,1.9915512265512219,-12.658650106825158
-2.0032662337662357,11,9,7.33,9.482093327481032,2.0032662337662357,-14.065459327345048
-1.8978311688311678,6,4,3.8600000000000003,1.7348761542649975,1.8978311688311678,-14.179015041856319
-1.9329761904761895,6,5,4.05,2.2296027765265767,1.9329761904761895,-2.63848040399827
-1.9329761904761895,6,5,4.05,2.2296027765265767,1.9329761904761895,-2.63848040399827
-1.5815259740259755,7,5,4.65,2.3574834197769996,1.5815259740259755,-6.0908683271344435
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.6342435064935084,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935084,-14.241597872479094
-1.28613141025641,10,7,6.6375,5.832273148196719,1.28613141025641,-15.159368808393477
-1.4663667582417597,8,6,5.392857142857143,1.7348761542649975,1.4663667582417597,-7.397814766093478
-2.0032662337662357,11,9,7.33,9.482093327481032,2.0032662337662357,-14.065459327345048
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.8978311688311709,6,4,3.8600000000000003,0,1.8978311688311709,-14.179015041856319
-1.8978311688311709,6,4,3.8600000000000003,0,1.8978311688311709,-14.179015041856319
-1.5438705936920247,9,6,5.860714285714286,3.8991855356123497,1.5438705936920247,-12.749796840236199
-1.9329761904761913,7,5,4.55,3.8735802539230075,1.9329761904761913,-2.63848040399827
-1.8978311688311678,6,4,3.8600000000000003,1.7348761542649975,1.8978311688311678,-14.179015041856319
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.4635288461538496,11,7,7.0875,3.8735802539230075,1.4635288461538496,-16.54451805240733
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.6342435064935086,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935086,-14.241597872479094
-1.6342435064935084,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935084,-14.241597872479094
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.6342435064935084,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935084,-14.241597872479094
-1.9066174242424307,18,14,11.8575,10.898074704714864,1.9066174242424307,-2.63848040399827
-1.9329761904761826,12,9,7.85,5.0171558986965685,1.9329761904761826,-9.210340371976184
-2.0032662337662357,11,9,7.33,9.482093327481032,2.0032662337662357,-14.065459327345048
-1.6852756410256438,7,5,4.625,4.411254351073163,1.6852756410256438,-14.241597872479094
-1.6342435064935084,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935084,-14.241597872479094
-1.6342435064935084,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935084,-14.241597872479094
-2.0275974025974097,15,12,9.923076923076923,14.726710393798388,2.0275974025974097,-2.63848040399827
-1.150999458874458,13,7,8.1725,3.9976548470818685,1.150999458874458,-16.54451805240733
-1.6693885281385297,7,5,4.625,2.6763781968081646,1.6693885281385297,-14.241597872479094
-1.7133198051948042,10,7,6.5125,7.602100486094356,1.7133198051948042,-2.63848040399827
-1.8978311688311709,6,4,3.8600000000000003,0,1.8978311688311709,-14.179015041856319
-1.6693885281385301,8,5,5.125,3.9976548470818685,1.6693885281385301,-2.63848040399827
-1.8978311688311678,6,4,3.8600000000000003,1.7348761542649975,1.8978311688311678,-14.179015041856319
-1.4309044526901638,9,6,5.892857142857143,3.474789728419719,1.4309044526901638,-16.54451805240733
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.7133198051948042,10,7,6.5125,7.602100486094356,1.7133198051948042,-2.63848040399827
-1.6852756410256424,7,5,4.625,5.832273148196718,1.6852756410256424,-14.241597872479094
-1.9329761904761895,6,5,4.05,2.2296027765265767,1.9329761904761895,-2.63848040399827
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.6342435064935124,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
-1.7133198051948042,10,7,6.5125,7.602100486094356,1.7133198051948042,-2.63848040399827
-1.1682889546351094,19,12,12.173076923076923,8.650971403907787,1.1682889546351094,-14.62133149015188
-1.6852756410256424,7,5,4.625,5.832273148196718,1.6852756410256424,-14.241597872479094
-1.7133198051948042,10,7,6.5125,7.602100486094356,1.7133198051948042,-2.63848040399827
-1.9731449893390238,7,6,4.742857142857143,5.613493828077729,1.9731449893390238,-2.63848040399827
-1.6342435064935086,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935086,-14.241597872479094
-1.9329761904761913,7,5,4.55,3.8735802539230075,1.9329761904761913,-2.63848040399827
-1.449732142857146,11,7,7.0875,3.8735802539230075,1.449732142857146,-2.63848040399827
-1.4663667582417597,8,6,5.392857142857143,1.7348761542649975,1.4663667582417597,-7.397814766093478
-2.0275974025974097,15,12,9.923076923076923,14.726710393798388,2.0275974025974097,-2.63848040399827
-1.6693885281385343,7,5,4.625,3.9976548470818685,1.6693885281385343,-2.63848040399827
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.9767142857142863,7,6,4.742857142857143,4.1924750309541725,1.9767142857142863,-2.63848040399827
-2.0364301191765994,13,12,8.923076923076923,3.8667675790843687,2.0364301191765994,-16.144744293482205
-1.9448653846153825,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
-1.9329761904761908,6,5,4.05,3.8735802539230075,1.9329761904761908,-2.63848040399827
-2.0364301191765994,13,12,8.923076923076923,3.8667675790843687,2.0364301191765994,-16.144744293482205
