Generation,Best Fitness
1,-1.9915512265512252
2,-2.0032662337662357
3,-2.0275974025974097
4,-2.0364301191765994
5,-2.0364301191765994
6,-2.0931290584415727
7,-2.1138302034428667
8,-2.1138302034428667
9,-2.1170088954781368
10,-2.132668016194338
11,-2.2130325814532847
12,-2.2800000000000313
13,-2.314285714285717
14,-2.314285714285717
15,-2.314285714285717
16,-2.314285714285717
17,-2.3199999999999408
18,-2.3200000000000216
19,-2.3200000000000216
20,-2.3200000000000216
