Generation,Best Fitness
1,0.619081783152724
2,0.619081783152724
3,0.619081783152724
4,0.28765445434737247
5,0.28765445434737247
6,0.2704817766476828
7,0.2704817766476828
8,0.2704817766476828
9,0.09363533689771364
10,-0.15052747227749474
