Generation,Best Fitness
0,-1.9769074675324676
1,-1.9915512265512303
2,-2.180539584254743
3,-2.180539584254743
4,-2.180539584254743
5,-2.180539584254743
6,-2.1805395842547566
7,-2.2799999999999954
8,-2.2799999999999954
9,-2.2799999999999954
