Fitness,Total Reactions,Length,Net_count,Net_Tox,Network_yield
403.3705055634821,13,7,8.1375,2.577527817410383,-999
402.93097044871973,10,5,6.835,2.984852243598657,-999
402.8955055634821,11,5,6.95,2.577527817410383,-999
402.825673189772,12,7,7.642857142857143,0.8426516631453853,-999
402.825673189772,12,7,7.642857142857143,0.8426516631453853,-999
408.18800177369917,24,10,14.785,13.370008868495624,-999
402.5485303326291,11,5,6.95,0.8426516631453853,-999
414.355805970209,26,13,16.325,41.12902985104485,-999
405.01652004421135,20,7,12.301607142857144,2.4793859353422762,-999
403.7705055634821,15,7,9.1375,2.577527817410383,-999
402.7625303326291,11,5,7.485,0.8426516631453853,-999
416.63456160575646,46,11,27.96651515151515,29.239777725751956,-999
402.95697044871974,10,6,6.9,2.984852243598657,-999
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
410.69842955628616,28,12,16.90770202020202,21.676743741026613,-999
403.3705055634821,13,7,8.1375,2.577527817410383,-999
402.93097044871973,10,5,6.835,2.984852243598657,-999
402.8955055634821,11,5,6.95,2.577527817410383,-999
402.825673189772,12,7,7.642857142857143,0.8426516631453853,-999
402.825673189772,12,7,7.642857142857143,0.8426516631453853,-999
408.18800177369917,24,10,14.785,13.370008868495624,-999
402.5485303326291,11,5,6.95,0.8426516631453853,-999
414.355805970209,26,13,16.325,41.129029851044855,-999
405.01652004421135,20,7,12.301607142857144,2.4793859353422762,-999
403.7705055634821,15,7,9.1375,2.577527817410383,-999
402.7625303326291,11,5,7.485,0.8426516631453853,-999
416.64456160575645,46,11,27.991515151515152,29.239777725751956,-999
402.95697044871974,10,6,6.9,2.984852243598657,-999
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
410.69842955628616,28,12,16.90770202020202,21.676743741026613,-999
408.18800177369917,24,10,14.785,13.370008868495624,-999
403.3705055634821,13,7,8.1375,2.577527817410383,-999
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
402.7625303326291,11,5,7.485,0.8426516631453853,-999
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
410.69842955628616,28,12,16.90770202020202,21.676743741026613,-999
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
402.825673189772,12,7,7.642857142857143,0.8426516631453853,-999
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
410.69842955628616,28,12,16.90770202020202,21.676743741026613,-999
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
403.3705055634821,13,7,8.1375,2.577527817410383,-999
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
4.296866268479701,12,7,7.701190476190477,6.62473194708482,0.2713907785336355
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
4.296866268479701,12,7,7.701190476190477,6.62473194708482,0.2713907785336355
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
4.296866268479701,12,7,7.701190476190477,6.62473194708482,0.2713907785336355
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
4.296866268479701,12,7,7.701190476190477,6.62473194708482,0.2713907785336355
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
7.999511866295808,26,13,15.822698135198134,8.720877679797386,0.18435730935730932
8.816985892269836,30,13,17.85542540792541,8.720877679797386,0.17339951714951712
