Fitness,Total Reactions,Length,Net_count,Net_Tox,Network_yield,Gibbs
1.8903337771182591,7,6,4.742857142857143,3.8821141546079936,1.9580797773654925,-12.386792178877318
3.2582633097324,10,7,6.5875,6.0157808343762795,1.4497321428571401,-2.63848040399827
1.3917992813579965,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935084,-14.241597872479094
1.9449521490479742,7,6,4.742857142857143,4.1924750309541725,1.9767142857142934,-2.63848040399827
2.6935430341652333,9,6,5.942857142857143,4.092359574041997,1.2551793444650585,-15.159368808393477
0.9130290770068467,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
4.238794877325642,15,8,9.279166666666667,5.73756842123659,1.550963683970859,-8.0848481069455
1.62152557459412,6,5,4.05,3.8735802539230075,1.9329761904762046,-2.63848040399827
1.945180043416761,6,4,3.96,4.89866212184572,1.5463809523809575,-20.857010260081655
1.717520228106221,7,5,4.625,2.6763781968081646,1.6693885281385297,-14.241597872479094
2.212637599363596,8,5,5.2,3.4747897284197196,1.4058008658008698,-16.54451805240733
1.6348003273079632,7,5,4.625,2.262778692816871,1.6693885281385277,-2.63848040399827
1.5568208332614226,6,4,3.9349999999999996,3.1825911792941306,1.6342435064935086,-13.82213172730578
1.5568208332614228,6,4,3.9349999999999996,3.1825911792941306,1.6342435064935084,-13.82213172730578
1.9037960641144203,6,4,3.9349999999999996,4.917467333559127,1.6342435064935124,-13.82213172730578
1.7387745122109943,6,4,3.9349999999999996,4.092359574041998,1.6342435064935124,-14.241597872479094
2.3856256857290843,8,6,5.317857142857143,4.696161627840591,1.7018737424547274,-13.82213172730578
1.3917992813579965,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935084,-14.241597872479094
1.3917992813579965,6,4,3.9349999999999996,2.3574834197769996,1.6342435064935084,-14.241597872479094
0.9130290770068467,5,4,3.3600000000000003,1.7348761542649975,1.9448653846153825,-7.397814766093478
1.8215255745941263,7,5,4.55,3.8735802539230075,1.932976190476188,-2.63848040399827
3.227648056361818,11,7,7.1375,4.411254351073162,1.2740070346320362,-15.159368808393477
2.6935430341652333,9,6,5.942857142857143,4.092359574041997,1.2551793444650585,-15.159368808393477
1.9175713846991531,8,6,5.392857142857143,1.7348761542649975,1.4663667582417597,-7.397814766093478
