Fitness,Total Reactions,Length,Net_count,Net_Tox,Network_yield,Gibbs
999.0,5,4,2.65,19.107364019081146,-999,-23.826319241366242
-0.6113218390804607,7,6,4.1,7.2215925525816695,0.6113218390804607,-6.850572171500317
999.0,11,10,5.5,6.352077099530415,-999,-11.808482655556093
999.0,8,7,4.0,0.3303457491225785,-999,57.500411627639295
999.0,7,6,3.5,1.0108544813122027,-999,4.542671920986795
-0.61843023255814,5,5,2.5,4.377549878797016,0.61843023255814,-1.3666607397570374
-0.6113218390804623,8,6,4.1,6.112426033062013,0.6113218390804623,-18.45974718203551
999.0,15,11,7.85,28.35355824532393,-999,93.77911595603535
999.0,5,5,2.5,0.3303457491225785,-999,-1.3666607397570374
999.0,6,5,3.3,2.065221903387576,-999,-5.494030263301678
-0.37049572649572604,10,6,5.25,1.3054384683619733,0.37049572649572604,-10.536490368480237
999.0,13,11,6.875,18.7115431276549,-999,-8.472518808408667
999.0,18,12,9.405,9.058189722754804,-999,-1.287601745527878
999.0,16,8,8.76,2.4400938385831368,-999,-14.313467446154359
999.0,16,8,8.76,2.4400938385831368,-999,-14.313467446154359
999.0,5,4,2.65,19.107364019081146,-999,-23.826319241366242
-0.6113218390804607,7,6,4.1,7.2215925525816695,0.6113218390804607,-6.850572171500317
999.0,11,10,5.5,6.352077099530415,-999,-11.808482655556093
999.0,8,7,4.0,0.3303457491225785,-999,57.500411627639295
999.0,7,6,3.5,1.0108544813122027,-999,4.542671920986795
-0.61843023255814,5,5,2.5,4.377549878797016,0.61843023255814,-1.3666607397570374
-0.6113218390804623,8,6,4.1,6.112426033062013,0.6113218390804623,-18.45974718203551
999.0,15,11,7.85,28.35355824532393,-999,93.77911595603535
999.0,5,5,2.5,0.3303457491225785,-999,-1.3666607397570374
999.0,6,5,3.3,2.065221903387576,-999,-5.494030263301678
-0.37049572649572604,10,6,5.25,1.3054384683619733,0.37049572649572604,-10.536490368480237
999.0,13,11,6.875,18.7115431276549,-999,-8.472518808408667
999.0,18,12,9.405,9.058189722754804,-999,-1.287601745527878
999.0,16,8,8.76,2.4400938385831368,-999,-14.313467446154359
999.0,16,8,8.76,2.4400938385831368,-999,-14.313467446154359
-0.5301587301587299,7,6,4.1,7.2215925525816695,0.5301587301587299,-6.850572171500317
999.0,20,13,10.1875,10.126905974258868,-999,-7.691318970335424
999.0,16,8,8.76,2.4400938385831368,-999,-14.313467446154359
999.0,6,5,3.3,2.065221903387576,-999,-5.494030263301678
