Generation,Best Fitness
1,2.440929339480602
2,2.440929339480602
3,2.440929339480602
4,2.440929339480602
5,2.0983755432724025
6,2.0983755432724025
7,2.0983755432724025
8,2.0983755432724025
9,2.093492063051553
10,2.0983755432724025
11,2.0983755432724025
12,2.0983755432724025
13,2.0983755432724025
14,2.0983755432724025
15,2.0983755432724025
16,2.0983755432724025
17,2.0983755432724025
18,2.0983755432724025
19,2.0983755432724025
20,2.0983755432724025
