Generation,Best Fitness
0,9.838665178733597
1,9.838665178733597
2,9.838665178733597
3,9.829310146413414
4,9.09428474114639
5,9.09428474114639
6,9.09428474114639
7,3.9472002537651742
8,3.9472002537651742
9,3.9472002537651742
10,3.9472002537651742
11,3.931816396659203
12,3.931816396659203
13,3.931816396659203
14,3.931816396659203
15,3.931816396659203
16,3.931816396659203
17,3.931816396659203
18,3.749865344610477
19,3.749865344610477
20,3.749865344610477
