Fitness,Total Reactions,Length,Net_count,Net_Tox,Network_yield
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
407.69426385131305,19,9,11.637500000000001,17.196319256565243,-999
407.2396149748271,20,9,12.275,13.648074874135345,-999
407.39156714669355,30,8,17.793333333333337,3.3711690668009333,-999
409.19095331981123,28,9,16.558333333333334,14.83809993238925,-999
404.3328388968154,17,9,10.543333333333335,2.577527817410383,-999
405.0109058771239,16,11,10.29060606060606,6.473317264407159,-999
412.93775756825386,30,13,18.007294094794094,30.67419965168104,-999
411.8642853785068,30,9,18.363690476190477,24.594045940152753,-999
405.584960160302,21,7,12.651607142857143,4.621586515795547,-999
404.13283889681543,16,9,10.043333333333335,2.577527817410383,-999
404.05541127465466,12,5,7.6225000000000005,7.032056373273093,-999
407.61422342705185,20,8,12.055357142857142,15.960402849544785,-999
402.51264842062494,9,7,5.992857142857143,2.577527817410383,-999
402.634363636533,10,6,6.61,1.951818182665042,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
407.69426385131305,19,9,11.637500000000001,17.196319256565243,-999
407.2396149748271,20,9,12.275,13.648074874135345,-999
407.3782338133602,30,8,17.76,3.3711690668009333,-999
409.19095331981123,28,9,16.558333333333334,14.83809993238925,-999
404.3328388968154,17,9,10.543333333333335,2.577527817410383,-999
405.0109058771239,16,11,10.29060606060606,6.473317264407159,-999
412.93775756825386,30,13,18.007294094794094,30.67419965168104,-999
411.8642853785068,30,9,18.363690476190477,24.594045940152753,-999
405.584960160302,21,7,12.651607142857143,4.621586515795547,-999
404.13283889681543,16,9,10.043333333333335,2.577527817410383,-999
404.05541127465466,12,5,7.6225000000000005,7.032056373273093,-999
407.61422342705185,20,8,12.055357142857142,15.960402849544785,-999
402.51264842062494,9,7,5.992857142857143,2.577527817410383,-999
402.634363636533,10,6,6.61,1.951818182665042,-999
403.43130360006654,13,5,8.0125,3.1315180003325307,-999
404.05541127465466,12,5,7.6225000000000005,7.032056373273093,-999
402.93097044871973,10,5,6.835,2.984852243598657,-999
404.3328388968154,17,9,10.543333333333335,2.577527817410383,-999
412.93775756825386,30,13,18.007294094794094,30.67419965168104,-999
405.4165200442113,22,7,13.301607142857144,2.4793859353422762,-999
411.8642853785068,30,9,18.363690476190477,24.594045940152753,-999
402.912648420625,11,7,6.992857142857143,2.577527817410383,-999
405.0109058771239,16,11,10.29060606060606,6.473317264407159,-999
409.19095331981123,28,9,16.558333333333334,14.83809993238925,-999
407.2396149748271,20,9,12.275,13.648074874135345,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
407.61422342705185,20,8,12.055357142857142,15.960402849544785,-999
404.3328388968154,17,9,10.543333333333335,2.577527817410383,-999
407.69426385131305,19,9,11.637500000000001,17.196319256565246,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
409.19095331981123,28,9,16.558333333333334,14.83809993238925,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
411.8642853785068,30,9,18.363690476190477,24.594045940152753,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
408.3220753019707,29,12,17.283522727272725,9.043331055307855,-999
410.4675767197943,38,11,21.727689393939393,10.88250481109255,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
408.2901698307554,27,12,17.371915584415582,8.70701798494572,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
409.102571900375,36,11,20.902987012987012,5.706885475900705,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
407.5544995443949,26,10,15.364583333333334,9.043331055307855,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
408.3220753019707,29,12,17.283522727272725,9.043331055307855,-999
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
405.2163890414303,20,12,12.564772727272727,2.9523997526059436,-999
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
408.3220753019707,29,12,17.283522727272725,9.043331055307855,-999
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.09428474114639,28,10,16.40347222222222,13.09053518498229,0.21302796184738898
9.940512747242476,26,10,15.397222222222222,19.31710328350561,0.20449199586883562
9.110129126642923,28,10,16.40347222222222,13.09053518498229,0.17341699810606034
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
407.95449954439493,28,10,16.364583333333336,9.043331055307855,-999
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
407.95449954439493,28,10,16.364583333333336,9.043331055307855,-999
13.39956238811436,45,14,25.914761904761907,15.304580875962547,0.06814637245728285
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.09428474114639,28,10,16.40347222222222,13.09053518498229,0.21302796184738898
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.09428474114639,28,10,16.40347222222222,13.09053518498229,0.21302796184738898
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.940512747242476,26,10,15.397222222222222,19.31710328350561,0.20449199586883562
9.940512747242476,26,10,15.397222222222222,19.31710328350561,0.20449199586883562
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.09428474114639,28,10,16.40347222222222,13.09053518498229,0.21302796184738898
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.838665178733597,31,12,18.31534090909091,13.09053518498229,0.26394555474806397
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.09428474114639,28,10,16.40347222222222,13.09053518498229,0.21302796184738898
9.09428474114639,28,10,16.40347222222222,13.09053518498229,0.21302796184738898
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
413.95857693317384,46,14,27.491664585414586,16.80955549504008,-999
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
407.2779730773074,22,9,13.238333333333333,11.913198719870348,-999
9.09428474114639,28,10,16.40347222222222,13.09053518498229,0.21302796184738898
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
9.829310146413414,31,12,18.31534090909091,13.09053518498229,0.2873331355485228
